Nama Dosen,Bidang,Judul Publikasi,Authors,Citation,Year,Judul Publikasi English
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,User Story Software Estimation: A Simplification Of Software Estimation Model With Distributed Extreme Programming Estimation Technique,"R Ferdiana, PI Santoso, LE Nugroho, A Ashari",7,2011,User Story Software Estimation: A Simplification Of Software Estimation Model With Distributed Extreme Programming Estimation Technique
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Risk model development for information security in organization environment based on business perspectives,"PD Ibnugraha, LE Nugroho, PI Santosa",6,2021,Risk model development for information security in organization environment based on business perspectives
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Improving Data Quality and Data Governance Using Master Data Management: A Review,"S Hikmawati, PI Santosa, I Hidayah",6,2021,Improving Data Quality and Data Governance Using Master Data Management: A Review
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Virtual Reality Mobile Application Development with Scrum Framework as a New Media in Learning English,"AY Chandra, PT Prasetyaningrum, O Suria",6,2021,Virtual Reality Mobile Application Development with Scrum Framework as a New Media in Learning English
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Papaya disease detection using fuzzy Naïve Bayes classifier,"WE Sari, YE Kurniawati, PI Santosa",6,2020,Papaya disease detection using fuzzy Naïve Bayes classifier
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Efek moderasi kesukarelaan terhadap pembelajaran online pada Universitas Sahid Surakarta,"R Yulius, PI Santosa, R Hartanto",6,2020,"The moderating effect of volunteerism on online learning at Sahid University, Surakarta"
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Evaluasi User Experience pada Sistem Informasi Pasar Kerja Menggunakan User Experience Questionnare (UEQ),"PI SANTOSA, WW Winarno",6,2019,Evaluation of User Experience in the Job Market Information System Using the User Experience Questionnare (UEQ)
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Detecting Learning Style Based on Level of Knowledge,"MS Hasibuan, LE Nugroho, PI Santosa",6,2018,Detecting Learning Style Based on Level of Knowledge
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Toward Modern IT audit-current issues and literature review,"BR Aditya, R Ferdiana, PI Santosa",6,2018,Toward Modern IT audit-current issues and literature review
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,User experience model in the interaction between children with special educational needs and learning media,"T Sagirani, LE Nugroho, PI Santosa, A Kumara",6,2015,User experience model in the interaction between children with special educational needs and learning media
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Perancangan Ontologi Prenatal-Nutrition dan Evaluasinya Menggunakan Schema Metric OntoQA,"DGS Ruindungan, PI Santosa, SS Kusumawardani",6,2014,Design of Prenatal-Nutrition Ontology and Evaluation Using Schema Metric OntoQA
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Augmented Reality Application for Book Promotion,"A Erlansari, PI Santosa, F Ridi",6,2013,Augmented Reality Application for Book Promotion
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Improving confusion-state classifier model using xgboost and tree-structured parzen estimator,"MSF Erwianda, SS Kusumawardani, PI Santosa, MR Rimadana",5,2019,Improving confusion-state classifier model using xgboost and tree-structured parzen estimator
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Conceptual model for human anatomy learning based augmented reality on marker puzzle 3D Printing,"W Hidayat, AE Permanasari, PI Santosa, N Arfian, L Choridah",5,2019,Conceptual model for human anatomy learning based augmented reality on marker puzzle 3D Printing
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Perancangan Sistem Informasi Posyandu Online,"YW Wibowo, PI Santosa, E Nugroho",5,2014,Posyandu Online Information System Design
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Principal Component Analysis combined with second order statistical feature method for Malaria Parasites classification,"IHA Wahab, A Susanto, PI Santosa, M TJokronegoro",5,2014,Principal Component Analysis combined with second order statistical feature method for Malaria Parasites classification
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Design of motorized moving stage with submicron precision,"TL Bhakti, A Susanto, PI Santosa, DT Widayati",5,2012,Design of motorized moving stage with submicron precision
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Extending the Chin and Lee's End User Computing Satisfaction Model with the Task-Technology Fit Model,"S Wiharja, K Rahmat, PI Santosa, A Cahyono",5,2010,Extending the Chin and Lee's End User Computing Satisfaction Model with the Task-Technology Fit Model
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Prototipe kantin tanpa uang berbasis kartu pintar,PI Santosa,5,2010,Smart card based cashless canteen prototype
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Observing a User's Mental Model of an Informational Website,P Santosa,5,2003,Observing a User's Mental Model of an Informational Website
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,The Effect Of Information Seeking Behavior On An online Purchase Intention,PI Santosa,5,2003,The Effect Of Information Seeking Behavior On An online Purchase Intention
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Study on the influencing factors of the flexibility of university IT management in Education 4.0,"Wasilah, LE Nugroho, PI Santosa, SE Sorour",4,2021,Study on the influencing factors of the flexibility of university IT management in Education 4.0
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Finding The Most Important Actor in Online Crowd by Social Network Analysis,"I Yuliana, PI Santosa, NA Setiawan",4,2017,Finding The Most Important Actor in Online Crowd by Social Network Analysis
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Interoperability model for eGoverment service based on adaptive ontology,"IW Ordiyasa, LE Nugroho, PI Santosa, R Ferdiana, W Kumorotomo",4,2015,Interoperability model for eGoverment service based on adaptive ontology
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Interoperability model of e-Government services,"IW Ordiyasa, LE Nugroho, PI Santosa, R Ferdiana, W Kumorotomo",4,2015,Interoperability model of e-Government services
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Model konseptual pengaruh inovasi terhadap penerimaan pengguna pada sistem informasi pengelolaan keuangan daerah (SIPKD) di pemerintah kota Banjarmasin,"SY Lesmana, WW Winarno, PI Santosa",4,2015,The conceptual model of the influence of innovation on user acceptance of the regional financial management information system (SIPKD) in the Banjarmasin city government
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Design of Automated Moving Stage with Adaptive Focus System to Support Microscopy Image Stitching,"TL Bhakti, A Susanto, PI Santosa, DT Widayati",4,2015,Design of Automated Moving Stage with Adaptive Focus System to Support Microscopy Image Stitching
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,A preliminary study to determine criteria for personalized e-commerce,R Rianto,4,2015,A preliminary study to determine criteria for personalized e-commerce
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Pengembangan E-learning berbasis Technology Acceptance Model,"D Kasse, IPI Santosa, ST Ridi Ferdiana",4,2014,Development of E-learning based on the Technology Acceptance Model
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Perancangan Model Interaksi Manusia dan Robot Dalam Bentuk Tampilan Visual Pada Komputer,"MY Mustar, PI Santos, R Hartanto",4,2014,Designing Human and Robot Interaction Models in the Form of Visual Display on Computers
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,A multi-criteria recommender system for tourism destination,"I Santosa, A Cahyono, K Auliasari",4,2013,A multi-criteria recommender system for tourism destination
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Purwarupa Sistem Peringatan Dini Awan Panas Gunungapi Berbasis Sistem Informasi Geografis (Kasus Gunung Merapi di Perbatasan Jawa Tengah dan Daerah Istimewa Yogyakarta),"MN Budiyanto, PI Santosa, S Sumaryono",4,2012,Prototype of a Volcano Hot Cloud Early Warning System Based on Geographical Information Systems (The Case of Mount Merapi on the Border of Central Java and the Special Region of Yogyakarta)
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Fuzzy colors application on foliage plant retrieval,"A Kadir, L Nugroho, A Susanto, I Santosa",4,2011,Fuzzy colors application on foliage plant retrieval
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Improving SME ICT utilization through industrial attachment program: Indonesia case,"PI Santosa, SS Kusumawardani",4,2010,Improving SME ICT utilization through industrial attachment program: Indonesia case
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Completion Factor in Massive Open Online Course in Developing Countries: A Literature Review in 2015-2021.,"L Liliana, PI Santosa, SS Kusumawardani",3,2022,Completion Factor in Massive Open Online Course in Developing Countries: A Literature Review in 2015-2021.
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Mental stress detection via heart rate variability using machine learning,"BS Hantono, LE Nugroho, PI Santosa",3,2020,Mental stress detection via heart rate variability using machine learning
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Faktor Yang Harus Dipenuhi Oleh Sistem Informasi Pemerintahan (E-Government) Dalam Menghadapi Disrupsi Revolusi Industri 4.0,"RA Pangondian, PI Santosa, E Nugroho",3,2019,Factors That Must Be Fulfilled By Government Information Systems (E-Government) In Facing The Industrial Revolution 4.0 Disruption
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,IT Management Flexibility Concept for Higher Education,"LE Nugroho, PI Santosa",3,2018,IT Management Flexibility Concept for Higher Education
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,"Recommendation of cloud computing use for the academic data storage in University in Lampung Province, Indonesia","LE Nugroho, PI Santosa, R Ferdiana",3,2017,"Recommendation of cloud computing use for the academic data storage in University in Lampung Province, Indonesia"
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Pattern discovery of Indonesian customers in an online shop: A case of fashion online shop,"LE Nugroho, PI Santosa",3,2016,Pattern discovery of Indonesian customers in an online shop: A case of fashion online shop
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Feature Reduction of Wayang Golek Dance Data Using Principal Component Analysis (PCA),"J Sutopo, A Susanto, I Santosa, TB Adji",3,2015,Feature Reduction of Wayang Golek Dance Data Using Principal Component Analysis (PCA)
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Adding synonyms to concepts in ontology to solve the problem of semantic heterogeneity,"H Jayadianti, LE Nugroho, PI Santosa, W Widayat",3,2015,Adding synonyms to concepts in ontology to solve the problem of semantic heterogeneity
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,The development of 3D educational game to maximize children's memory,"D Eridani, PI Santosa",3,2014,The development of 3D educational game to maximize children's memory
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Pragmatic Web as a service provider for the Internet of Things,"B Purnomosidi, DPLE Nugroho, PI Santosa, T Budioko",3,2014,Pragmatic Web as a service provider for the Internet of Things
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Design of intelligent tutoring system for mastery learning,"D Purbohadi, L Nugroho, I Santosa, A Kumara",3,2014,Design of intelligent tutoring system for mastery learning
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Solving problem of ambiguity terms using ontology,"H Jayadianti, LE Nugroho, CS Pinto, PI Santosa, W Widayat",3,2014,Solving problem of ambiguity terms using ontology
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Model Sistem Akusisi Data Multiplatform Menggunakan Aplikasi Antarmuka Pengguna Berbasis Bahasa Pemrograman Processing,"AH Saptadi, PI Santosa, B Sutopo",3,2013,Multiplatform Data Acquisition System Model Using Processing Programming Language-Based User Interface Applications
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Integrating large knowledge repositories in multiagent ontologies.,"H Jayadianti, CS Pinto, LE Nugroho, PI Santosa",3,2012,Integrating large knowledge repositories in multiagent ontologies.
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Design of Bovine SemenTemperature ControllerUsing PID,"TL Bhakti, A Susanto, PI Santosa, DT Widayati",3,2012,Design of Bovine SemenTemperature ControllerUsing PID
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Student's Attitude toward Webcast Lecture: An Online Survey Result.,PI Santosa,3,2004,Student's Attitude toward Webcast Lecture: An Online Survey Result.
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Applying flow theory and technology acceptance model to improve student performance in a web-based course: A conceptual framework,PI Santosa,3,2003,Applying flow theory and technology acceptance model to improve student performance in a web-based course: A conceptual framework
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Usability Evaluation Methods of Mobile Applications: A Systematic Literature Review,"A Nugroho, PI Santosa, R Hartanto",2,2022,Usability Evaluation Methods of Mobile Applications: A Systematic Literature Review
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,A Review on Opportunities and Challenges of Machine Learning and Deep Learning for Eye Movements Classification,"MA Fikri, PI Santosa, S Wibirama",2,2021,A Review on Opportunities and Challenges of Machine Learning and Deep Learning for Eye Movements Classification
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Simple verification of low-resolution fingerprint using non-minutiae feature,"S Suwarno, PI Santosa",2,2019,Simple verification of low-resolution fingerprint using non-minutiae feature
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Pemanfaatan Gamifikasi pada Massive Open Online Course (MOOC),"WA Nugroho, PI Santosa, S Fauziati",2,2019,Utilization of Gamification in the Massive Open Online Course (MOOC)
